age,gender,category,state,occupation,annual_income,disability,is_minority,scheme_id,eligible
40,Male,ST,Kerala,Senior Citizen,549967,Yes,Yes,S143,No
32,Female,ST,Telangana,Private Employee,439678,Yes,Yes,S082,No
30,Male,ST,Kerala,Private Employee,453848,No,Yes,S083,No
29,Female,SC,Andhra Pradesh,Unemployed,523039,Yes,No,S092,No
39,Female,ST,Karnataka,Private Employee,155594,No,Yes,S029,Yes
45,Male,General,Andhra Pradesh,Farmer,548081,Yes,Yes,S048,No
27,Male,SC,Tamil Nadu,Student,448671,No,No,S010,No
76,Female,ST,Tamil Nadu,Farmer,555169,Yes,No,S127,No
79,Male,OBC,Telangana,Unemployed,345864,No,Yes,S035,No
67,Male,SC,Tamil Nadu,Private Employee,491421,Yes,Yes,S024,No
59,Female,General,Kerala,Government Employee,76106,No,Yes,S074,No
64,Male,General,Andhra Pradesh,Farmer,59931,Yes,Yes,S044,No
46,Female,General,Tamil Nadu,Government Employee,377012,Yes,No,S072,Yes
67,Male,General,Karnataka,Unemployed,433808,No,No,S003,No
77,Male,General,Karnataka,Private Employee,430178,Yes,Yes,S083,No
75,Female,SC,Tamil Nadu,Farmer,328783,No,No,S137,No
77,Male,General,Telangana,Student,488697,Yes,Yes,S005,Yes
26,Female,ST,Karnataka,Private Employee,355148,No,Yes,S083,No
35,Male,SC,Maharashtra,Senior Citizen,83003,No,Yes,S108,Yes
66,Female,General,Kerala,Senior Citizen,529439,Yes,Yes,S034,No
22,Female,SC,Kerala,Private Employee,120791,No,Yes,S106,Yes
49,Female,General,Karnataka,Student,190379,No,Yes,S088,Yes
47,Female,OBC,Maharashtra,Unemployed,114787,Yes,Yes,S063,Yes
37,Male,General,Maharashtra,Private Employee,414820,No,Yes,S056,No
73,Male,ST,Tamil Nadu,Senior Citizen,338034,No,Yes,S141,No
72,Female,OBC,Kerala,Student,76816,No,No,S090,No
67,Female,OBC,Karnataka,Unemployed,159290,Yes,Yes,S044,No
77,Male,General,Andhra Pradesh,Farmer,174558,Yes,No,S130,No
19,Male,ST,Telangana,Unemployed,230430,No,No,S043,Yes
25,Female,OBC,Karnataka,Private Employee,253046,No,Yes,S019,No
26,Female,OBC,Tamil Nadu,Unemployed,134076,No,No,S063,Yes
33,Female,SC,Maharashtra,Senior Citizen,165014,Yes,No,S100,Yes
75,Female,SC,Telangana,Private Employee,345093,Yes,No,S044,No
73,Female,ST,Maharashtra,Private Employee,238022,Yes,Yes,S018,No
75,Female,ST,Maharashtra,Government Employee,170205,No,Yes,S040,Yes
69,Female,SC,Telangana,Government Employee,271589,No,No,S110,Yes
22,Male,SC,Telangana,Student,551506,No,No,S101,No
56,Male,OBC,Andhra Pradesh,Student,344415,No,Yes,S018,No
69,Male,SC,Telangana,Student,212257,No,No,S056,No
71,Female,ST,Karnataka,Unemployed,129234,No,No,S108,No
21,Female,OBC,Andhra Pradesh,Unemployed,175531,Yes,Yes,S090,Yes
80,Male,General,Karnataka,Unemployed,474051,No,Yes,S135,No
19,Female,OBC,Telangana,Student,523403,No,Yes,S061,No
31,Male,ST,Telangana,Senior Citizen,479865,Yes,No,S079,No
68,Female,SC,Kerala,Private Employee,468610,No,Yes,S056,No
80,Male,OBC,Maharashtra,Unemployed,450148,No,Yes,S106,No
71,Female,SC,Telangana,Government Employee,468158,No,No,S084,No
72,Female,OBC,Tamil Nadu,Unemployed,553134,No,Yes,S025,No
19,Male,OBC,Maharashtra,Government Employee,200438,No,No,S004,No
19,Female,OBC,Andhra Pradesh,Farmer,300504,No,Yes,S098,No
62,Female,SC,Telangana,Government Employee,195987,Yes,Yes,S046,No
68,Female,ST,Maharashtra,Unemployed,565847,Yes,Yes,S094,No
78,Female,General,Kerala,Private Employee,111088,No,Yes,S135,No
56,Female,General,Kerala,Farmer,317591,No,No,S118,No
26,Male,General,Karnataka,Government Employee,563382,Yes,Yes,S073,No
25,Female,General,Tamil Nadu,Farmer,557953,No,Yes,S099,No
19,Male,OBC,Maharashtra,Student,523448,Yes,No,S016,No
56,Female,SC,Tamil Nadu,Unemployed,567275,Yes,No,S081,No
33,Male,ST,Andhra Pradesh,Unemployed,479412,Yes,Yes,S079,No
72,Female,SC,Kerala,Government Employee,473808,Yes,No,S082,No
20,Male,General,Andhra Pradesh,Unemployed,495477,Yes,Yes,S128,No
37,Female,ST,Karnataka,Student,139232,Yes,Yes,S143,Yes
19,Male,General,Tamil Nadu,Student,141979,Yes,No,S144,Yes
65,Male,SC,Tamil Nadu,Student,178507,Yes,Yes,S114,No
76,Female,General,Telangana,Senior Citizen,117786,No,No,S019,Yes
28,Male,ST,Tamil Nadu,Senior Citizen,195352,No,No,S062,Yes
30,Female,OBC,Telangana,Government Employee,185776,Yes,Yes,S062,Yes
35,Male,ST,Karnataka,Senior Citizen,283347,Yes,No,S004,No
26,Male,OBC,Maharashtra,Government Employee,175214,Yes,No,S145,Yes
22,Female,General,Karnataka,Government Employee,397687,No,No,S019,No
58,Female,General,Tamil Nadu,Senior Citizen,161990,No,No,S068,Yes
53,Male,SC,Andhra Pradesh,Government Employee,133610,Yes,Yes,S079,No
58,Female,ST,Telangana,Farmer,463413,Yes,Yes,S115,No
50,Female,General,Kerala,Unemployed,227215,Yes,No,S008,Yes
35,Male,OBC,Telangana,Student,581971,Yes,No,S113,No
41,Female,ST,Tamil Nadu,Senior Citizen,477988,Yes,Yes,S085,No
35,Female,ST,Andhra Pradesh,Private Employee,201898,No,Yes,S100,No
62,Female,ST,Karnataka,Student,273270,No,Yes,S014,No
23,Male,General,Maharashtra,Senior Citizen,422303,No,No,S140,No
26,Female,SC,Tamil Nadu,Senior Citizen,428314,Yes,Yes,S078,No
38,Male,ST,Kerala,Government Employee,143156,No,Yes,S068,Yes
70,Male,OBC,Maharashtra,Senior Citizen,376795,No,Yes,S021,No
51,Female,General,Tamil Nadu,Senior Citizen,263866,Yes,No,S137,Yes
30,Male,General,Maharashtra,Unemployed,351550,No,No,S085,No
73,Female,ST,Maharashtra,Private Employee,238022,Yes,Yes,S047,No
22,Male,SC,Tamil Nadu,Farmer,366551,Yes,Yes,S062,No
70,Male,SC,Karnataka,Unemployed,132700,No,Yes,S021,Yes
60,Female,SC,Kerala,Farmer,376552,No,Yes,S121,No
71,Male,SC,Tamil Nadu,Government Employee,365273,Yes,No,S083,No
37,Female,OBC,Karnataka,Unemployed,279211,Yes,No,S071,Yes
22,Male,SC,Tamil Nadu,Student,356158,Yes,Yes,S103,No
56,Male,General,Karnataka,Unemployed,104077,Yes,Yes,S102,Yes
31,Female,ST,Maharashtra,Government Employee,503265,Yes,No,S108,No
54,Male,OBC,Telangana,Government Employee,566658,No,No,S069,No
21,Male,SC,Telangana,Farmer,228121,Yes,No,S133,Yes
62,Female,OBC,Karnataka,Unemployed,383018,Yes,Yes,S010,No
34,Male,General,Tamil Nadu,Government Employee,332449,No,No,S090,No
62,Male,General,Kerala,Student,202518,No,Yes,S108,No
20,Female,General,Kerala,Unemployed,488387,No,No,S080,No
80,Female,OBC,Telangana,Private Employee,580644,No,Yes,S013,No
79,Female,General,Kerala,Government Employee,165152,Yes,Yes,S057,No
28,Male,ST,Tamil Nadu,Government Employee,450865,No,No,S109,No
60,Male,SC,Maharashtra,Farmer,97486,Yes,No,S066,Yes
42,Male,SC,Tamil Nadu,Private Employee,291342,No,No,S102,Yes
34,Male,General,Maharashtra,Farmer,170889,Yes,No,S038,No
64,Female,SC,Kerala,Farmer,299755,Yes,No,S026,No
77,Male,ST,Telangana,Private Employee,155639,Yes,Yes,S096,No
55,Female,OBC,Tamil Nadu,Unemployed,85691,Yes,Yes,S136,Yes
76,Male,SC,Kerala,Senior Citizen,491592,No,Yes,S069,No
48,Female,ST,Maharashtra,Unemployed,392186,No,No,S123,Yes
72,Female,OBC,Telangana,Unemployed,326550,Yes,Yes,S048,No
33,Male,OBC,Maharashtra,Unemployed,164437,No,No,S024,Yes
71,Female,OBC,Maharashtra,Government Employee,303908,Yes,Yes,S126,No
20,Male,General,Tamil Nadu,Government Employee,360548,No,No,S015,No
46,Male,OBC,Karnataka,Private Employee,95151,No,Yes,S139,Yes
34,Female,General,Karnataka,Farmer,288394,No,Yes,S032,Yes
23,Female,General,Tamil Nadu,Private Employee,499823,No,Yes,S112,No
65,Male,ST,Kerala,Student,340146,Yes,Yes,S121,No
46,Female,General,Karnataka,Government Employee,289819,No,Yes,S074,Yes
26,Male,SC,Telangana,Student,241148,No,No,S011,Yes
24,Female,SC,Maharashtra,Private Employee,121731,Yes,Yes,S103,Yes
80,Male,General,Andhra Pradesh,Senior Citizen,489817,No,Yes,S055,Yes
79,Male,SC,Tamil Nadu,Farmer,481467,Yes,Yes,S030,No
32,Female,OBC,Kerala,Private Employee,243449,No,No,S082,No
45,Female,OBC,Tamil Nadu,Government Employee,174441,Yes,No,S108,Yes
47,Male,ST,Andhra Pradesh,Private Employee,545316,No,Yes,S020,No
40,Female,OBC,Karnataka,Unemployed,382387,No,Yes,S142,Yes
63,Female,General,Maharashtra,Government Employee,294480,Yes,Yes,S146,No
24,Female,SC,Karnataka,Private Employee,128893,Yes,No,S079,Yes
22,Male,SC,Andhra Pradesh,Student,449770,Yes,No,S057,No
29,Female,SC,Maharashtra,Student,123738,Yes,No,S091,Yes
44,Female,ST,Andhra Pradesh,Senior Citizen,226160,Yes,Yes,S124,No
53,Male,SC,Andhra Pradesh,Unemployed,364983,Yes,Yes,S070,No
56,Female,ST,Telangana,Government Employee,425800,No,Yes,S014,No
75,Male,OBC,Kerala,Government Employee,346146,No,No,S087,No
65,Female,General,Tamil Nadu,Unemployed,523659,No,Yes,S120,No
72,Female,OBC,Tamil Nadu,Government Employee,194689,Yes,Yes,S146,No
30,Male,General,Karnataka,Government Employee,379248,No,No,S136,No
72,Female,OBC,Kerala,Private Employee,560636,Yes,No,S084,No
52,Female,General,Kerala,Farmer,74963,Yes,Yes,S097,No
45,Female,General,Andhra Pradesh,Private Employee,315583,Yes,No,S130,Yes
61,Female,OBC,Maharashtra,Farmer,118352,No,Yes,S001,Yes
71,Male,General,Maharashtra,Farmer,189860,No,No,S136,Yes
66,Male,ST,Karnataka,Government Employee,312347,Yes,Yes,S137,No
63,Female,OBC,Karnataka,Government Employee,417078,No,Yes,S109,No
41,Female,General,Maharashtra,Private Employee,372186,No,No,S066,No
46,Female,General,Telangana,Student,152176,Yes,Yes,S005,Yes
43,Female,General,Andhra Pradesh,Unemployed,587083,No,Yes,S082,No
18,Female,General,Tamil Nadu,Student,424348,No,Yes,S002,Yes
48,Female,ST,Telangana,Farmer,256705,Yes,Yes,S025,No
25,Female,ST,Kerala,Unemployed,269152,No,No,S123,Yes
45,Male,OBC,Tamil Nadu,Senior Citizen,335389,No,No,S047,No
72,Male,OBC,Andhra Pradesh,Farmer,284604,No,Yes,S002,Yes
41,Female,OBC,Karnataka,Farmer,458665,Yes,Yes,S064,No
37,Male,ST,Kerala,Senior Citizen,501916,Yes,No,S063,No
65,Male,General,Andhra Pradesh,Private Employee,117494,Yes,Yes,S093,Yes
60,Female,ST,Kerala,Private Employee,323063,Yes,Yes,S039,No
22,Male,SC,Tamil Nadu,Farmer,366551,Yes,Yes,S114,No
47,Female,SC,Karnataka,Farmer,564172,Yes,No,S133,No
24,Female,OBC,Andhra Pradesh,Student,155495,Yes,Yes,S145,Yes
69,Female,OBC,Telangana,Farmer,292322,No,No,S112,No
43,Female,ST,Maharashtra,Private Employee,480794,No,No,S056,No
55,Female,General,Telangana,Senior Citizen,197403,Yes,No,S012,Yes
79,Female,ST,Maharashtra,Government Employee,86725,No,Yes,S143,No
33,Female,OBC,Kerala,Government Employee,60461,No,Yes,S042,Yes
43,Female,SC,Maharashtra,Student,358316,No,Yes,S133,No
19,Female,SC,Karnataka,Government Employee,448620,No,No,S036,No
30,Male,OBC,Andhra Pradesh,Farmer,298891,No,Yes,S106,Yes
53,Female,ST,Telangana,Government Employee,425241,Yes,No,S087,No
59,Female,ST,Karnataka,Government Employee,67507,No,Yes,S001,Yes
70,Male,SC,Maharashtra,Government Employee,409839,No,Yes,S041,No
55,Female,General,Telangana,Senior Citizen,197403,Yes,No,S122,Yes
42,Male,SC,Telangana,Senior Citizen,144268,No,No,S012,Yes
32,Male,SC,Telangana,Private Employee,133720,Yes,Yes,S021,Yes
19,Male,General,Maharashtra,Senior Citizen,243845,Yes,Yes,S083,Yes
68,Male,SC,Tamil Nadu,Unemployed,201554,No,No,S130,No
67,Male,OBC,Andhra Pradesh,Government Employee,414729,Yes,No,S039,No
36,Female,General,Telangana,Senior Citizen,404343,No,Yes,S138,No
38,Male,ST,Andhra Pradesh,Unemployed,155189,Yes,No,S111,Yes
33,Male,ST,Telangana,Unemployed,350669,Yes,No,S029,No
46,Female,SC,Maharashtra,Unemployed,263182,No,Yes,S043,No
76,Female,ST,Telangana,Government Employee,201265,Yes,Yes,S089,No
52,Male,OBC,Telangana,Farmer,167298,No,Yes,S027,No
44,Male,ST,Maharashtra,Private Employee,499460,No,No,S087,No
39,Female,ST,Telangana,Private Employee,425151,No,Yes,S078,No
72,Female,General,Kerala,Senior Citizen,420605,No,Yes,S003,No
20,Male,OBC,Tamil Nadu,Unemployed,335862,Yes,No,S029,No
46,Male,ST,Maharashtra,Unemployed,375691,No,Yes,S090,No
19,Female,General,Tamil Nadu,Government Employee,588724,No,Yes,S003,No
79,Male,ST,Andhra Pradesh,Student,404065,Yes,No,S119,No
79,Female,OBC,Karnataka,Private Employee,502410,No,Yes,S047,No
70,Female,SC,Karnataka,Unemployed,436502,No,No,S065,No
29,Male,ST,Karnataka,Farmer,361733,No,No,S144,No
26,Female,ST,Karnataka,Unemployed,347017,No,Yes,S023,No
40,Male,General,Karnataka,Unemployed,296529,Yes,Yes,S132,Yes
76,Female,OBC,Kerala,Senior Citizen,315105,No,No,S052,No
59,Male,SC,Kerala,Senior Citizen,588070,Yes,Yes,S117,No
18,Female,OBC,Maharashtra,Private Employee,325363,No,No,S050,No
46,Male,SC,Karnataka,Senior Citizen,437820,No,No,S130,Yes
24,Male,SC,Kerala,Unemployed,530003,No,Yes,S129,No
71,Female,SC,Telangana,Student,249228,No,Yes,S087,No
33,Male,ST,Kerala,Unemployed,398363,No,No,S012,No
21,Female,ST,Andhra Pradesh,Farmer,417169,Yes,No,S007,Yes
76,Male,ST,Maharashtra,Private Employee,243510,Yes,Yes,S098,No
68,Female,ST,Tamil Nadu,Student,342647,Yes,Yes,S109,No
74,Female,SC,Maharashtra,Student,356841,Yes,Yes,S028,No
23,Male,SC,Karnataka,Student,182483,No,No,S054,Yes
30,Female,ST,Telangana,Government Employee,159562,Yes,Yes,S079,Yes
49,Female,OBC,Andhra Pradesh,Senior Citizen,293797,Yes,No,S047,No
60,Male,General,Kerala,Student,535420,Yes,Yes,S092,No
20,Male,General,Tamil Nadu,Government Employee,360548,No,No,S065,No
63,Male,ST,Maharashtra,Student,545353,Yes,No,S101,No
19,Male,General,Tamil Nadu,Senior Citizen,374955,No,No,S091,No
34,Male,General,Maharashtra,Unemployed,458113,Yes,Yes,S111,No
56,Male,General,Karnataka,Senior Citizen,331336,No,No,S133,No
20,Female,ST,Andhra Pradesh,Student,513041,No,Yes,S084,No
62,Female,ST,Telangana,Unemployed,154269,Yes,Yes,S113,No
48,Male,SC,Tamil Nadu,Private Employee,574345,Yes,No,S041,No
65,Female,General,Maharashtra,Farmer,537154,No,Yes,S069,No
24,Male,OBC,Tamil Nadu,Unemployed,196816,Yes,Yes,S146,Yes
32,Female,ST,Andhra Pradesh,Senior Citizen,140076,Yes,Yes,S145,Yes
50,Female,ST,Maharashtra,Unemployed,326930,No,No,S061,No
32,Female,OBC,Andhra Pradesh,Private Employee,505034,No,No,S024,No
36,Male,OBC,Maharashtra,Senior Citizen,404861,No,Yes,S057,No
49,Male,General,Karnataka,Unemployed,528755,No,Yes,S099,No
25,Female,General,Karnataka,Unemployed,325992,Yes,Yes,S040,No
62,Male,OBC,Andhra Pradesh,Private Employee,443942,Yes,Yes,S030,No
34,Male,OBC,Kerala,Government Employee,574078,Yes,No,S083,No
74,Male,SC,Andhra Pradesh,Government Employee,369161,Yes,No,S074,No
33,Female,SC,Telangana,Student,135082,No,Yes,S051,Yes
36,Male,OBC,Karnataka,Unemployed,420942,Yes,No,S024,No
75,Male,General,Tamil Nadu,Senior Citizen,104550,No,Yes,S109,No
49,Female,SC,Andhra Pradesh,Student,473987,No,No,S091,No
76,Female,ST,Tamil Nadu,Farmer,555169,Yes,No,S058,No
59,Female,OBC,Karnataka,Senior Citizen,124659,Yes,No,S073,No
22,Male,ST,Karnataka,Unemployed,373571,Yes,No,S013,No
45,Male,General,Telangana,Government Employee,395217,No,Yes,S009,No
30,Female,SC,Karnataka,Senior Citizen,591174,No,Yes,S011,No
67,Female,SC,Karnataka,Unemployed,468172,No,No,S131,No
20,Male,ST,Maharashtra,Private Employee,253550,No,Yes,S004,No
72,Male,ST,Karnataka,Farmer,83829,No,Yes,S084,No
38,Female,ST,Karnataka,Student,212136,No,No,S117,Yes
77,Male,SC,Maharashtra,Farmer,175751,Yes,No,S125,No
79,Female,ST,Maharashtra,Government Employee,86725,No,Yes,S015,No
45,Female,General,Andhra Pradesh,Government Employee,69286,No,Yes,S021,Yes
70,Female,SC,Andhra Pradesh,Farmer,223015,No,No,S006,Yes
64,Male,OBC,Karnataka,Unemployed,314967,Yes,No,S035,No
56,Female,SC,Maharashtra,Farmer,413597,Yes,No,S150,No
33,Male,General,Maharashtra,Private Employee,261313,No,No,S078,No
80,Female,OBC,Telangana,Farmer,560522,No,Yes,S150,No
42,Female,General,Karnataka,Farmer,547639,Yes,Yes,S122,No
63,Female,General,Maharashtra,Government Employee,294480,Yes,Yes,S093,Yes
58,Male,SC,Karnataka,Senior Citizen,198840,No,No,S068,Yes
47,Female,ST,Andhra Pradesh,Unemployed,449745,Yes,No,S027,No
29,Male,SC,Telangana,Private Employee,425512,Yes,Yes,S139,No
49,Male,SC,Karnataka,Government Employee,484438,Yes,Yes,S114,No
42,Female,SC,Tamil Nadu,Student,213404,No,No,S103,Yes
34,Female,SC,Kerala,Government Employee,520178,No,No,S139,No
24,Female,General,Maharashtra,Private Employee,598386,No,Yes,S024,No
64,Female,General,Karnataka,Senior Citizen,471493,Yes,No,S072,Yes
62,Male,ST,Maharashtra,Private Employee,275522,Yes,No,S070,No
80,Male,OBC,Andhra Pradesh,Private Employee,437157,No,Yes,S025,No
34,Female,OBC,Tamil Nadu,Senior Citizen,359355,No,No,S051,No
58,Female,ST,Tamil Nadu,Farmer,114861,Yes,No,S090,No
24,Male,ST,Tamil Nadu,Student,208367,No,No,S094,No
28,Female,SC,Maharashtra,Farmer,480101,No,Yes,S062,No
64,Male,General,Andhra Pradesh,Farmer,59931,Yes,Yes,S124,Yes
64,Female,General,Telangana,Unemployed,374867,No,No,S041,No
50,Male,SC,Maharashtra,Government Employee,500567,Yes,No,S144,No
35,Male,ST,Kerala,Private Employee,95378,No,No,S084,Yes
70,Female,SC,Telangana,Farmer,487178,Yes,Yes,S014,No
80,Female,OBC,Telangana,Private Employee,580644,No,Yes,S134,No
72,Male,SC,Andhra Pradesh,Private Employee,420289,No,Yes,S042,No
45,Male,General,Tamil Nadu,Private Employee,576822,No,Yes,S007,No
71,Male,General,Maharashtra,Farmer,189860,No,No,S079,No
38,Male,General,Maharashtra,Government Employee,180548,No,Yes,S004,Yes
28,Male,ST,Kerala,Student,145553,No,Yes,S110,Yes
19,Female,ST,Tamil Nadu,Farmer,188453,Yes,Yes,S120,No
70,Male,ST,Kerala,Government Employee,481716,No,Yes,S052,Yes
33,Female,General,Tamil Nadu,Farmer,487664,No,Yes,S051,No
70,Male,OBC,Maharashtra,Private Employee,581338,No,No,S068,No
35,Female,SC,Karnataka,Private Employee,471299,Yes,No,S135,No
63,Male,General,Telangana,Student,235257,Yes,Yes,S059,Yes
49,Female,OBC,Maharashtra,Government Employee,504014,Yes,Yes,S067,No
25,Female,OBC,Karnataka,Farmer,240646,Yes,Yes,S023,No
59,Female,OBC,Maharashtra,Student,516019,Yes,Yes,S021,No
22,Male,General,Andhra Pradesh,Student,408607,Yes,Yes,S006,No
33,Male,General,Tamil Nadu,Unemployed,586103,No,Yes,S120,No
50,Female,SC,Tamil Nadu,Farmer,298584,No,No,S141,No
39,Male,SC,Andhra Pradesh,Private Employee,475598,No,No,S102,Yes
67,Female,OBC,Andhra Pradesh,Student,340900,Yes,No,S031,No
35,Female,ST,Karnataka,Student,510429,Yes,No,S048,No
23,Female,SC,Karnataka,Farmer,537286,No,No,S059,No
40,Female,OBC,Telangana,Government Employee,443355,No,Yes,S086,Yes
39,Male,SC,Telangana,Senior Citizen,446864,No,No,S012,No
80,Female,ST,Karnataka,Senior Citizen,389436,Yes,Yes,S147,No
61,Male,General,Andhra Pradesh,Private Employee,307150,No,Yes,S027,No
75,Female,General,Andhra Pradesh,Government Employee,95378,No,No,S070,No
77,Female,ST,Maharashtra,Senior Citizen,444131,No,Yes,S144,No
38,Female,ST,Tamil Nadu,Farmer,112326,No,No,S132,Yes
25,Female,General,Andhra Pradesh,Government Employee,335783,No,No,S060,Yes
37,Male,ST,Telangana,Farmer,128532,No,No,S062,Yes
75,Male,OBC,Tamil Nadu,Private Employee,588365,No,No,S125,No
38,Female,General,Karnataka,Unemployed,488492,Yes,No,S009,No
35,Male,ST,Tamil Nadu,Senior Citizen,552768,No,No,S103,No
45,Male,General,Maharashtra,Farmer,187976,Yes,Yes,S122,Yes
34,Female,General,Karnataka,Farmer,288394,No,Yes,S057,No
69,Female,ST,Andhra Pradesh,Senior Citizen,186537,No,No,S009,No
58,Male,ST,Telangana,Government Employee,293610,No,Yes,S068,Yes
53,Female,OBC,Kerala,Senior Citizen,96625,Yes,No,S145,Yes
22,Male,ST,Telangana,Farmer,99480,Yes,Yes,S049,Yes
24,Female,SC,Maharashtra,Private Employee,121731,Yes,Yes,S021,Yes
76,Female,SC,Andhra Pradesh,Senior Citizen,408027,No,No,S005,Yes
64,Male,ST,Telangana,Private Employee,354377,No,Yes,S001,No
24,Male,SC,Tamil Nadu,Student,447333,No,Yes,S145,Yes
48,Male,SC,Karnataka,Unemployed,331216,Yes,Yes,S135,No
65,Male,SC,Tamil Nadu,Unemployed,577607,No,No,S116,No
67,Male,OBC,Karnataka,Senior Citizen,147418,No,Yes,S116,No
23,Female,OBC,Maharashtra,Farmer,597719,Yes,No,S120,No
47,Male,SC,Andhra Pradesh,Government Employee,233763,No,No,S124,No
75,Male,SC,Karnataka,Private Employee,520758,Yes,Yes,S071,No
56,Female,OBC,Telangana,Private Employee,477305,Yes,Yes,S049,No
37,Female,SC,Andhra Pradesh,Unemployed,584836,No,No,S033,No
66,Female,ST,Maharashtra,Private Employee,458610,No,Yes,S132,No
58,Female,ST,Telangana,Government Employee,180170,No,Yes,S132,Yes
22,Male,ST,Kerala,Senior Citizen,182948,No,No,S001,Yes
23,Male,ST,Tamil Nadu,Senior Citizen,475101,No,Yes,S065,No
49,Female,ST,Karnataka,Senior Citizen,275588,No,No,S066,No
50,Female,OBC,Maharashtra,Farmer,507637,No,Yes,S091,No
33,Male,ST,Maharashtra,Student,330966,Yes,No,S082,No
53,Male,SC,Maharashtra,Farmer,173047,No,No,S081,Yes
38,Male,SC,Maharashtra,Unemployed,159055,No,Yes,S125,No
56,Female,SC,Andhra Pradesh,Student,426690,No,Yes,S142,Yes
68,Male,ST,Kerala,Government Employee,156201,Yes,No,S086,Yes
49,Male,OBC,Telangana,Unemployed,462603,Yes,No,S009,No
36,Male,General,Maharashtra,Senior Citizen,127466,No,Yes,S110,Yes
50,Female,General,Tamil Nadu,Senior Citizen,442525,Yes,Yes,S132,No
63,Male,ST,Tamil Nadu,Government Employee,147894,No,Yes,S022,Yes
47,Female,ST,Andhra Pradesh,Senior Citizen,467784,No,No,S134,No
56,Male,SC,Kerala,Student,525148,No,Yes,S104,No
32,Male,General,Kerala,Senior Citizen,247861,No,Yes,S088,Yes
66,Female,General,Kerala,Senior Citizen,529439,Yes,Yes,S026,No
67,Male,General,Tamil Nadu,Farmer,207372,No,No,S048,No
19,Male,OBC,Maharashtra,Student,523448,Yes,No,S094,No
22,Male,OBC,Karnataka,Student,428240,Yes,Yes,S070,No
21,Female,ST,Maharashtra,Senior Citizen,368802,No,Yes,S116,Yes
80,Male,General,Karnataka,Student,579985,No,No,S009,No
59,Female,OBC,Karnataka,Senior Citizen,124659,Yes,No,S066,Yes
23,Male,ST,Telangana,Unemployed,99551,Yes,No,S032,Yes
56,Female,General,Telangana,Unemployed,232237,Yes,Yes,S073,No
40,Male,SC,Kerala,Farmer,388384,Yes,No,S059,No
20,Female,SC,Karnataka,Farmer,515890,No,No,S098,No
72,Male,General,Maharashtra,Unemployed,277445,Yes,Yes,S107,No
28,Female,ST,Kerala,Student,554836,Yes,No,S139,No
70,Female,ST,Kerala,Senior Citizen,202739,Yes,No,S029,Yes
44,Male,General,Tamil Nadu,Private Employee,413310,No,No,S103,No
21,Female,SC,Kerala,Farmer,349785,No,Yes,S023,No
65,Male,OBC,Andhra Pradesh,Student,367384,No,Yes,S140,No
75,Female,ST,Telangana,Farmer,589169,No,Yes,S107,No
74,Male,General,Karnataka,Private Employee,346566,Yes,Yes,S106,No
28,Female,ST,Maharashtra,Farmer,265878,No,Yes,S085,Yes
46,Male,OBC,Andhra Pradesh,Senior Citizen,136230,Yes,Yes,S065,No
78,Male,SC,Telangana,Senior Citizen,292248,No,No,S081,Yes
32,Male,ST,Kerala,Government Employee,374938,Yes,Yes,S005,Yes
45,Male,ST,Andhra Pradesh,Farmer,211124,No,No,S105,No
47,Female,OBC,Telangana,Student,242595,Yes,Yes,S013,No
26,Male,OBC,Tamil Nadu,Student,408965,Yes,Yes,S137,Yes
39,Male,ST,Kerala,Farmer,351618,No,No,S117,No
55,Female,ST,Telangana,Private Employee,376090,No,Yes,S029,No
59,Female,OBC,Maharashtra,Student,516019,Yes,Yes,S096,No
44,Male,SC,Telangana,Government Employee,478859,No,Yes,S128,No
27,Female,OBC,Kerala,Student,351219,Yes,No,S045,No
33,Male,General,Maharashtra,Private Employee,261313,No,No,S040,No
68,Male,General,Andhra Pradesh,Senior Citizen,271506,No,No,S070,No
73,Male,SC,Telangana,Senior Citizen,312604,No,Yes,S144,No
71,Male,ST,Maharashtra,Private Employee,580870,Yes,Yes,S125,No
18,Male,ST,Kerala,Student,316304,Yes,No,S097,No
24,Female,General,Maharashtra,Private Employee,74555,No,Yes,S038,Yes
20,Female,General,Maharashtra,Government Employee,392122,Yes,Yes,S045,No
75,Female,SC,Telangana,Private Employee,345093,Yes,No,S017,No
33,Male,SC,Kerala,Student,446084,No,Yes,S073,No
47,Female,OBC,Kerala,Farmer,213188,Yes,No,S097,No
68,Female,ST,Telangana,Student,318205,No,Yes,S010,No
47,Male,ST,Karnataka,Senior Citizen,50457,No,No,S093,Yes
58,Male,General,Karnataka,Student,365968,Yes,No,S007,Yes
21,Female,SC,Tamil Nadu,Student,471330,No,Yes,S063,No
18,Male,SC,Kerala,Unemployed,59674,Yes,No,S069,No
32,Male,General,Telangana,Senior Citizen,497316,No,No,S135,No
43,Female,OBC,Telangana,Unemployed,522230,Yes,No,S009,No
50,Male,SC,Karnataka,Private Employee,211267,Yes,Yes,S057,No
69,Male,ST,Kerala,Government Employee,534904,Yes,No,S025,No
27,Male,SC,Andhra Pradesh,Unemployed,170339,No,No,S078,Yes
55,Male,OBC,Maharashtra,Unemployed,83256,No,No,S132,Yes
33,Female,SC,Telangana,Student,135082,No,Yes,S069,Yes
34,Male,OBC,Andhra Pradesh,Student,558371,No,No,S040,No
74,Male,SC,Andhra Pradesh,Unemployed,587255,Yes,Yes,S008,No
